"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"1890","43369-3302",2022,2023,2024,"43369","433691"," òaêÖí¨"
"1891","43385-3304",2022,NA,NA,"43385",NA,NA
"1892","43403-3305",2022,2023,2024,"43403","434035"," ëÂí√í¨"
"1893","43404-3305",2022,2023,2024,"43404","434043"," ãeózí¨"
"1894","43422-3305",2022,NA,NA,"43422",NA,NA
"1895","43423-3305",2022,2023,2024,"43423","434230"," ìÏè¨çëí¨"
"1896","43424-3305",2022,2023,2024,"43424","434248"," è¨çëí¨"
"1897","43425-3305",2022,2023,2024,"43425","434256"," éYéRë∫"
"1898","43427-3300",2022,2023,2024,"43427",NA,NA
"1899","43428-3305",2022,2023,2024,"43428","434281"," çÇêXí¨"
"1900","43430-3305",2022,NA,NA,"43430",NA,NA
"1901","43432-3305",2022,2023,2024,"43432","434329"," êºå¥ë∫"
"1902","43433-3305",2022,2023,2024,"43433","434337"," ìÏà¢ëhë∫"
"1903","43441-3300",2022,2023,2024,"43441","434418"," å‰ëDí¨"
"1904","43442-3300",2022,2023,2024,"43442","434426"," â√ìáí¨"
"1905","43443-3300",2022,2023,2024,"43443","434434"," âvèÈí¨"
"1906","43444-3300",2022,2023,2024,"43444","434442"," çbç≤í¨"
"1907","43447-3300",2022,2023,2024,"43447","434477"," éRìsí¨"
"1908","43463-3306",2022,NA,NA,"43463",NA,NA
"1909","43468-3306",2022,2023,2024,"43468","434680"," ïXêÏí¨"
"1910","43482-3306",2022,2023,2024,"43482","434825"," à∞ñkí¨"
"1911","43484-3306",2022,2023,2024,"43484","434841"," í√ìﬁñÿí¨"
"1912","43501-3307",2022,2023,2024,"43501","435015"," ã—í¨"
"1913","43505-3307",2022,2023,2024,"43505","435058"," ëΩó«ñÿí¨"
"1914","43506-3307",2022,2023,2024,"43506","435066"," ìíëOí¨"
"1915","43507-3307",2022,2023,2024,"43507","435074"," êÖè„ë∫"
"1916","43510-3307",2022,2023,2024,"43510","435104"," ëäó«ë∫"
"1917","43511-3307",2022,2023,2024,"43511","435112"," å‹ñÿë∫"
"1918","43512-3307",2022,2023,2024,"43512","435121"," éRç]ë∫"
"1919","43513-3307",2022,2023,2024,"43513","435139"," ãÖñÅë∫"
"1920","43514-3307",2022,2023,2024,"43514","435147"," Ç†Ç≥Ç¨ÇËí¨"
"1921","43531-3308",2022,2023,2024,"43531","435317"," óËñkí¨"
"1922","44201-3200",2022,2023,2024,"44201","442011"," ëÂï™és"
"1923","44202-3200",2022,2023,2024,"44202","442020"," ï ï{és"
"1924","44203-3205",2022,2023,2024,"44203","442038"," íÜí√és"
"1925","44204-3207",2022,2023,2024,"44204","442046"," ì˙ìcés"
"1926","44205-3203",2022,2023,2024,"44205","442054"," ç≤îåés"
"1927","44206-3200",2022,2023,2024,"44206","442062"," âPãnés"
"1928","44207-3203",2022,2023,2024,"44207","442071"," í√ãvå©és"
"1929","44208-3204",2022,2023,2024,"44208","442089"," í|ìcés"
"1930","44209-3231",2022,2023,2024,"44209","442097"," ñLå„çÇìcés"
"1931","44210-3201",2022,2023,2024,"44210","442101"," ãnízés"
"1932","44211-3231",2022,2023,2024,"44211","442119"," âFç≤és"
"1933","44212-3204",2022,2023,2024,"44212","442127"," ñLå„ëÂñÏés"
"1934","44213-3200",2022,2023,2024,"44213","442135"," óRïzés"
"1935","44214-3201",2022,2023,2024,"44214","442143"," çëìåés"
"1936","44321-3201",2022,NA,NA,"44321",NA,NA
"1937","44322-3231",2022,2023,2024,"44322","443221"," ïPìáë∫"
"1938","44341-3201",2022,2023,2024,"44341","443417"," ì˙èoí¨"
"1939","44461-3207",2022,2023,2024,"44461","444618"," ã„èdí¨"
"1940","44462-3207",2022,2023,2024,"44462","444626"," ãËéÏí¨"
"1941","44501-3205",2022,NA,NA,"44501",NA,NA
"1942","44522-3231",2022,2023,2024,"44522",NA,NA
"1943","45201-3500",2022,2023,2024,"45201","452017"," ã{çËés"
"1944","45202-3502",2022,2023,2024,"45202","452025"," ìsèÈés"
"1945","45203-3503",2022,2023,2024,"45203","452033"," âÑâ™és"
"1946","45204-3501",2022,2023,2024,"45204","452041"," ì˙ìÏés"
"1947","45205-3523",2022,2023,2024,"45205","452050"," è¨ó—és"
"1948","45206-3503",2022,2023,2024,"45206","452068"," ì˙å¸és"
"1949","45207-3501",2022,2023,2024,"45207","452076"," ã¯ä‘és"
"1950","45208-3507",2022,2023,2024,"45208","452084"," êºìsés"
"1951","45209-3523",2022,2023,2024,"45209","452092"," Ç¶Ç—ÇÃés"
"1952","45301-3500",2022,2023,2024,"45301",NA,NA
"1953","45321-3501",2022,2023,2024,"45321",NA,NA
"1954","45322-3501",2022,2023,2024,"45322",NA,NA
"1955","45341-3502",2022,2023,2024,"45341","453412"," éOå“í¨"
"1956","45345-3502",2022,2023,2024,"45345",NA,NA
"1957","45361-3523",2022,2023,2024,"45361","453617"," çÇå¥í¨"
"1958","45362-3523",2022,2023,2024,"45362",NA,NA
"1959","45382-3500",2022,2023,2024,"45382","453820"," çëïxí¨"
"1960","45383-3500",2022,2023,2024,"45383","453838"," àªí¨"
"1961","45401-3507",2022,2023,2024,"45401","454010"," çÇìÁí¨"
"1962","45402-3507",2022,2023,2024,"45402","454028"," êVïxí¨"
"1963","45403-3507",2022,2023,2024,"45403","454036"," êºïƒó«ë∫"
"1964","45404-3507",2022,2023,2024,"45404","454044"," ñÿèÈí¨"
"1965","45405-3507",2022,2023,2024,"45405","454052"," êÏìÏí¨"
"1966","45406-3507",2022,2023,2024,"45406","454061"," ìsî_í¨"
"1967","45421-3503",2022,2023,2024,"45421","454214"," ñÂêÏí¨"
"1968","45429-3503",2022,2023,2024,"45429","454290"," èîíÀë∫"
"1969","45430-3503",2022,2023,2024,"45430","454303"," í≈ótë∫"
"1970","45431-3503",2022,2023,2024,"45431","454311"," î¸ãΩí¨"
"1971","45441-3503",2022,2023,2024,"45441","454419"," çÇêÁï‰í¨"
"1972","45442-3503",2022,2023,2024,"45442","454427"," ì˙îVâeí¨"
"1973","45443-3503",2022,2023,2024,"45443","454435"," å‹Éñê£í¨"
"1974","46201-3400",2022,2023,2024,"46201","462012"," é≠éôìáés"
"1975","46203-3404",2022,2023,2024,"46203","462039"," é≠âÆés"
"1976","46204-3422",2022,2023,2024,"46204","462047"," ñççËés"
"1977","46206-3431",2022,2023,2024,"46206","462063"," à¢ãvç™és"
"1978","46207-3405",2022,NA,NA,"46207",NA,NA
"1979","46208-3431",2022,2023,2024,"46208","462080"," èoêÖés"
"1980","46209-3416",2022,2023,2024,"46209",NA,NA
"1981","46210-3400",2022,2023,2024,"46210","462101"," éwèhés"
"1982","46211-3422",2022,NA,NA,"46211",NA,NA
"1983","46213-3409",2022,2023,2024,"46213","462136"," êºîVï\és"
"1984","46214-3404",2022,2023,2024,"46214","462144"," êÇêÖés"
"1985","46215-3403",2022,2023,2024,"46215","462152"," éFñÄêÏì‡és"
"1986","46216-3400",2022,2023,2024,"46216","462161"," ì˙íués"
"1987","46217-3442",2022,2023,2024,"46217","462179"," ë]âóés"
"1988","46218-3416",2022,2023,2024,"46218","462187"," ñ∂ìáés"
"1989","46219-3403",2022,2023,2024,"46219","462195"," Ç¢ÇøÇ´ã¯ñÿñÏés"
"1990","46220-3422",2022,2023,2024,"46220","462209"," ìÏÇ≥Ç¬Ç‹és"
"1991","46221-3442",2022,2023,2024,"46221","462217"," éuïzéués"
"1992","46222-3405",2022,2023,2024,"46222","462225"," âÇî¸és"
"1993","46223-3402",2022,2023,2024,"46223","462233"," ìÏã„èBés"
"1994","46224-3416",2022,2023,2024,"46224","462241"," à…ç≤és"
"1995","46225-3416",2022,2023,2024,"46225","462250"," à¶ó«és"
"1996","46302-3400",2022,NA,NA,"46302",NA,NA
"1997","46303-3400",2022,2023,2024,"46303","463035"," éOìáë∫"
"1998","46304-3400",2022,2023,2024,"46304","463043"," è\ìáë∫"
"1999","46344-3402",2022,NA,NA,"46344",NA,NA
"2000","46383-3403",2022,NA,NA,"46383",NA,NA
"2001","46392-3403",2022,2023,2024,"46392","463922"," Ç≥Ç¬Ç‹í¨"
"2002","46404-3431",2022,2023,2024,"46404","464040"," í∑ìáí¨"
"2003","46421-3416",2022,2023,2024,"46421",NA,NA
"2004","46441-3416",2022,2023,2024,"46441",NA,NA
"2005","46442-3416",2022,2023,2024,"46442",NA,NA
"2006","46443-3416",2022,2023,2024,"46443",NA,NA
"2007","46452-3416",2022,2023,2024,"46452","464520"," óNêÖí¨"
"2008","46467-3442",2022,NA,NA,"46467",NA,NA
"2009","46468-3442",2022,2023,2024,"46468","464686"," ëÂçËí¨"
"2010","46482-3404",2022,2023,2024,"46482","464821"," ìåã¯ó«í¨"
"2011","46485-3404",2022,NA,NA,"46485",NA,NA
"2012","46490-3404",2022,2023,2024,"46490","464902"," ã—ç]í¨"
"2013","46491-3404",2022,2023,2024,"46491","464911"," ìÏëÂã˜í¨"
"2014","46492-3404",2022,2023,2024,"46492","464929"," äÃïtí¨"
"2015","46501-3409",2022,2023,2024,"46501","465011"," íÜéÌéqí¨"
"2016","46502-3409",2022,2023,2024,"46502","465020"," ìÏéÌéqí¨"
"2017","46505-3411",2022,2023,2024,"46505","465054"," âÆãvìáí¨"
"2018","46523-3405",2022,2023,2024,"46523","465232"," ëÂòaë∫"
"2019","46524-3405",2022,2023,2024,"46524","465241"," âFåüë∫"
"2020","46525-3405",2022,2023,2024,"46525","465259"," ê£åÀì‡í¨"
"2021","46527-3405",2022,2023,2024,"46527","465275"," ó¥ãΩí¨"
"2022","46529-3405",2022,2023,2024,"46529","465291"," äÏäEí¨"
"2023","46530-3405",2022,2023,2024,"46530","465305"," ìøîVìáí¨"
"2024","46531-3405",2022,2023,2024,"46531","465313"," ìVèÈí¨"
"2025","46532-3405",2022,2023,2024,"46532","465321"," à…êÂí¨"
"2026","46533-3405",2022,2023,2024,"46533","465330"," òaîëí¨"
"2027","46534-3405",2022,2023,2024,"46534","465348"," ímñºí¨"
"2028","46535-3405",2022,2023,2024,"46535","465356"," ó^ò_í¨"
"2029","47201-3600",2022,2023,2024,"47201","472018"," ìﬂîeés"
"2030","47202-3601",2022,NA,NA,"47202",NA,NA
"2031","47205-3608",2022,2023,2024,"47205","472051"," ãXñÏòpés"
"2032","47207-3604",2022,2023,2024,"47207","472077"," êŒä_és"
"2033","47208-3608",2022,2023,2024,"47208","472085"," âYìYés"
"2034","47209-3602",2022,2023,2024,"47209","472093"," ñºåÏés"
"2035","47210-3600",2022,2023,2024,"47210","472107"," éÖñûés"
"2036","47211-3601",2022,2023,2024,"47211","472115"," â´ìÍés"
"2037","47212-3600",2022,2023,2024,"47212","472123"," ñLå©èÈés"
"2038","47213-3601",2022,2023,2024,"47213","472131"," Ç§ÇÈÇ‹és"
"2039","47214-3603",2022,2023,2024,"47214","472140"," ã{å√ìáés"
"2040","47215-3600",2022,2023,2024,"47215","472158"," ìÏèÈés"
"2041","47301-3602",2022,2023,2024,"47301","473014"," çëì™ë∫"
"2042","47302-3602",2022,2023,2024,"47302","473022"," ëÂãXñ°ë∫"
"2043","47303-3602",2022,2023,2024,"47303","473031"," ìåë∫"
"2044","47306-3602",2022,2023,2024,"47306","473065"," ç°ãAêmë∫"
"2045","47308-3602",2022,2023,2024,"47308","473081"," ñ{ïîí¨"
"2046","47311-3602",2022,2023,2024,"47311","473111"," â∂î[ë∫"
"2047","47313-3602",2022,2023,2024,"47313","473138"," ãXñÏç¿ë∫"
"2048","47314-3602",2022,2023,2024,"47314","473146"," ã‡ïêí¨"
"2049","47315-3602",2022,2023,2024,"47315","473154"," à…ç]ë∫"
"2050","47324-3608",2022,2023,2024,"47324","473243"," ì«íJë∫"
"2051","47325-3608",2022,2023,2024,"47325","473251"," â√éËî[í¨"
"2052","47326-3608",2022,2023,2024,"47326","473260"," ñkíJí¨"
"2053","47327-3608",2022,2023,2024,"47327","473278"," ñkíÜèÈë∫"
"2054","47328-3608",2022,2023,2024,"47328","473286"," íÜèÈë∫"
"2055","47329-3600",2022,2023,2024,"47329","473294"," êºå¥í¨"
"2056","47348-3600",2022,2023,2024,"47348","473481"," ó^ìﬂå¥í¨"
"2057","47350-3600",2022,2023,2024,"47350","473502"," ìÏïóå¥í¨"
"2058","47353-3600",2022,2023,2024,"47353","473537"," ìnâ√ï~ë∫"
"2059","47354-3600",2022,2023,2024,"47354","473545"," ç¿ä‘ñ°ë∫"
"2060","47355-3600",2022,2023,2024,"47355","473553"," àæçëë∫"
"2061","47356-3600",2022,2023,2024,"47356","473561"," ìnñºäÏë∫"
"2062","47357-3600",2022,2023,2024,"47357","473570"," ìÏëÂìåë∫"
"2063","47358-3600",2022,2023,2024,"47358","473588"," ñkëÂìåë∫"
"2064","47359-3602",2022,2023,2024,"47359","473596"," à…ïΩâÆë∫"
"2065","47360-3602",2022,2023,2024,"47360","473600"," à…ê•ñºë∫"
"2066","47361-3600",2022,2023,2024,"47361","473618"," ãvïƒìáí¨"
"2067","47362-3600",2022,2023,2024,"47362","473626"," î™èdê£í¨"
"2068","47375-3603",2022,2023,2024,"47375","473758"," ëΩó«ä‘ë∫"
"2069","47381-3604",2022,2023,2024,"47381","473812"," í|ïxí¨"
"2070","47382-3604",2022,2023,2024,"47382","473821"," ó^ìﬂçëí¨"
"2071","04214-3702",NA,2023,2024,"04214","042145"," ìåèºìáés"
"2072","09384-0602",NA,2023,NA,"09384","093840"," âñíJí¨"
"2073","25421-1602",NA,2023,2024,"25421",NA,NA
"2074","04213-3704",NA,NA,2024,"04213","042137"," åIå¥és"
"2075","09201-0608",NA,NA,2024,"09201","092011"," âFìsã{és"
"2076","09206-0600",NA,NA,2024,"09206","092061"," ì˙åıés"
"2077","15202-1101",NA,NA,2024,"15202","152021"," í∑â™és"
"2078","15213-1104",NA,NA,2024,"15213","152137"," âçés"
"2079","22138-0804",NA,NA,2024,"22138","221384"," ïlèºésíÜâõãÊ"
"2080","22139-0804",NA,NA,2024,"22139","221392"," ïlèºésïlñºãÊ"
"2081","29205-1510",NA,NA,2024,"29205","292052"," äÄå¥és"
"2082","29361-1510",NA,NA,2024,"29361","293610"," êÏêºí¨"
"2083","29362-1510",NA,NA,2024,"29362","293628"," éOëÓí¨"
"2084","29363-1510",NA,NA,2024,"29363","293636"," ìcå¥ñ{í¨"
"2085","29401-1510",NA,NA,2024,"29401","294012"," çÇéÊí¨"
"2086","29402-1510",NA,NA,2024,"29402","294021"," ñæì˙çÅë∫"
